id,model,num_correct,err_rt,f_err_rt,r_err_rt,r_ans_rt,resp_time,f_resp_time,r_resp_time
participant_262,StyleGAN2-ada,132.0,0.33999999999999997,0.31000000000000005,0.37,0.47,339.78,161.09,178.69
participant_263,StyleGAN2-ada,107.0,0.46499999999999997,0.31000000000000005,0.62,0.345,235.27,115.89,119.38
participant_264,StyleGAN2-ada,118.0,0.41000000000000003,0.5,0.31999999999999995,0.59,1011.32,580.81,430.52
participant_265,StyleGAN2-ada,134.0,0.32999999999999996,0.29000000000000004,0.37,0.46,278.87,130.87,148.0
participant_266,StyleGAN2-ada,116.0,0.42000000000000004,0.48,0.36,0.56,421.47,246.79,174.68
participant_267,StyleGAN2-ada,134.0,0.32999999999999996,0.27,0.39,0.44,186.19,90.3,95.89
participant_268,StyleGAN2-ada,127.0,0.365,0.31999999999999995,0.41000000000000003,0.455,1182.51,699.78,482.72
participant_269,StyleGAN2-ada,105.0,0.475,0.43999999999999995,0.51,0.465,189.71,95.68,94.03
participant_270,StyleGAN2-ada,119.0,0.405,0.41000000000000003,0.4,0.505,197.36,100.03,97.33
participant_271,StyleGAN2-ada,114.0,0.43000000000000005,0.49,0.37,0.56,232.31,113.58,118.73
participant_272,StyleGAN2-ada,128.0,0.36,0.18999999999999995,0.53,0.33,282.49,138.71,143.78
participant_273,StyleGAN2-ada,137.0,0.31499999999999995,0.4,0.22999999999999998,0.585,149.17,75.67,73.49
participant_274,StyleGAN2-ada,127.0,0.365,0.35,0.38,0.485,239.1,116.79,122.31
participant_275,StyleGAN2-ada,102.0,0.49,0.55,0.43000000000000005,0.56,124.64,59.96,64.68
participant_276,StyleGAN2-ada,121.0,0.395,0.45999999999999996,0.32999999999999996,0.565,266.53,132.55,133.99
participant_277,StyleGAN2-ada,132.0,0.33999999999999997,0.33999999999999997,0.33999999999999997,0.5,387.48,205.08,182.4
participant_278,StyleGAN-XL,102.0,0.49,0.6,0.38,0.61,126.87,72.85,54.02
participant_279,StyleGAN-XL,117.0,0.41500000000000004,0.4,0.43000000000000005,0.485,787.09,371.53,415.56
participant_280,StyleGAN-XL,124.0,0.38,0.48,0.28,0.6,156.51,80.6,75.91
participant_281,StyleGAN-XL,123.0,0.385,0.5700000000000001,0.19999999999999996,0.685,155.97,81.07,74.9
participant_282,StyleGAN-XL,113.0,0.43500000000000005,0.51,0.36,0.575,264.4,147.77,116.63
participant_283,StyleGAN-XL,127.0,0.365,0.43000000000000005,0.30000000000000004,0.565,268.24,135.97,132.27
participant_284,StyleGAN-XL,120.0,0.4,0.30000000000000004,0.5,0.4,322.04,152.6,169.44
participant_285,StyleGAN-XL,100.0,0.5,0.5700000000000001,0.43000000000000005,0.57,178.31,95.53,82.78
participant_286,StyleGAN-XL,110.0,0.44999999999999996,0.56,0.33999999999999997,0.61,251.83,129.46,122.36
participant_287,StyleGAN-XL,115.0,0.42500000000000004,0.33999999999999997,0.51,0.415,107.74,49.25,58.49
participant_288,StyleGAN-XL,113.0,0.43500000000000005,0.56,0.31000000000000005,0.625,240.53,119.99,120.55
participant_289,StyleGAN-XL,133.0,0.33499999999999996,0.33999999999999997,0.32999999999999996,0.505,306.65,151.77,154.87
participant_290,StyleGAN-XL,112.0,0.43999999999999995,0.47,0.41000000000000003,0.53,282.4,138.86,143.54
participant_291,StyleGAN-XL,115.0,0.42500000000000004,0.39,0.45999999999999996,0.465,366.32,185.51,180.81
participant_292,StyleGAN-XL,120.0,0.4,0.32999999999999996,0.47,0.43,155.58,76.24,79.34
participant_293,StyleGAN-XL,110.0,0.44999999999999996,0.56,0.33999999999999997,0.61,80.36,43.11,37.25
participant_294,StyleGAN-XL,131.0,0.345,0.32999999999999996,0.36,0.485,312.07,152.51,159.56
participant_295,StyleGAN-XL,111.0,0.44499999999999995,0.41000000000000003,0.48,0.465,174.96,78.9,96.06
participant_296,StyleGAN-XL,140.0,0.30000000000000004,0.21999999999999997,0.38,0.42,313.36,154.39,158.97
participant_297,StyleGAN-XL,144.0,0.28,0.33999999999999997,0.21999999999999997,0.56,294.06,144.81,149.26
participant_298,StyleGAN-XL,108.0,0.45999999999999996,0.5,0.42000000000000004,0.54,138.99,68.88,70.1
participant_299,StyleGAN-XL,124.0,0.38,0.30000000000000004,0.45999999999999996,0.42,278.72,139.05,139.67
participant_300,StyleGAN-XL,132.0,0.33999999999999997,0.24,0.43999999999999995,0.4,243.88,125.96,117.93
participant_301,StyleGAN-XL,123.0,0.385,0.33999999999999997,0.43000000000000005,0.455,200.48,100.31,100.17
participant_302,StyleGAN-XL,139.0,0.30500000000000005,0.41000000000000003,0.19999999999999996,0.605,271.1,137.45,133.65
participant_303,WGAN-GP,168.0,0.16000000000000003,0.040000000000000036,0.28,0.38,184.72,91.7,93.02
participant_304,WGAN-GP,157.0,0.21499999999999997,0.20999999999999996,0.21999999999999997,0.495,234.69,129.12,105.57
participant_305,WGAN-GP,178.0,0.10999999999999999,0.06999999999999995,0.15000000000000002,0.46,209.42,104.53,104.89
participant_306,WGAN-GP,174.0,0.13,0.09999999999999998,0.16000000000000003,0.47,188.45,97.13,91.32
participant_307,WGAN-GP,181.0,0.09499999999999997,0.13,0.06000000000000005,0.535,174.84,89.24,85.6
participant_308,WGAN-GP,181.0,0.09499999999999997,0.06000000000000005,0.13,0.465,182.64,99.08,83.56
participant_309,WGAN-GP,157.0,0.21499999999999997,0.33999999999999997,0.08999999999999997,0.625,125.09,63.29,61.8
participant_310,WGAN-GP,172.0,0.14,0.13,0.15000000000000002,0.49,168.16,91.86,76.3
participant_311,WGAN-GP,155.0,0.22499999999999998,0.19999999999999996,0.25,0.475,196.62,83.52,113.09
participant_312,WGAN-GP,142.0,0.29000000000000004,0.45999999999999996,0.12,0.67,895.08,769.03,126.05
participant_313,WGAN-GP,180.0,0.09999999999999998,0.08999999999999997,0.10999999999999999,0.49,160.96,82.52,78.44
participant_314,WGAN-GP,160.0,0.19999999999999996,0.07999999999999996,0.31999999999999995,0.38,279.72,151.04,128.68
participant_315,WGAN-GP,156.0,0.21999999999999997,0.24,0.19999999999999996,0.52,249.09,124.2,124.89
participant_316,WGAN-GP,191.0,0.04500000000000004,0.010000000000000009,0.07999999999999996,0.465,202.41,106.48,95.93
participant_317,WGAN-GP,175.0,0.125,0.13,0.12,0.505,155.58,88.01,67.57
participant_318,WGAN-GP,176.0,0.12,0.08999999999999997,0.15000000000000002,0.47,175.76,84.88,90.88
participant_319,WGAN-GP,168.0,0.16000000000000003,0.24,0.07999999999999996,0.58,157.03,90.2,66.83
participant_320,WGAN-GP,150.0,0.25,0.31000000000000005,0.18999999999999995,0.56,262.02,144.47,117.54
participant_321,WGAN-GP,143.0,0.28500000000000003,0.37,0.19999999999999996,0.585,255.19,133.47,121.72
participant_322,WGAN-GP,177.0,0.11499999999999999,0.14,0.08999999999999997,0.525,228.48,135.65,92.83
participant_323,WGAN-GP,171.0,0.14500000000000002,0.14,0.15000000000000002,0.495,162.92,83.86,79.05
participant_324,WGAN-GP,164.0,0.18000000000000005,0.25,0.10999999999999999,0.57,135.85,71.62,64.23
participant_325,WGAN-GP,156.0,0.21999999999999997,0.29000000000000004,0.15000000000000002,0.57,143.26,71.36,71.89
participant_326,WGAN-GP,164.0,0.18000000000000005,0.20999999999999996,0.15000000000000002,0.53,174.2,92.76,81.43
participant_327,WGAN-GP,156.0,0.21999999999999997,0.18999999999999995,0.25,0.47,213.7,101.41,112.29
