id,model,num_correct,err_rt,f_err_rt,r_err_rt,r_ans_rt,resp_time,f_resp_time,r_resp_time
participant_258,StyleGAN-XL,156.0,0.21999999999999997,0.27,0.17000000000000004,0.55,201.92,101.51,100.42
participant_259,StyleGAN-XL,147.0,0.265,0.21999999999999997,0.31000000000000005,0.455,310.53,180.93,129.59
participant_260,StyleGAN-XL,172.0,0.14,0.16000000000000003,0.12,0.52,254.78,121.62,133.15
participant_261,StyleGAN-XL,155.0,0.22499999999999998,0.24,0.20999999999999996,0.515,340.33,161.95,178.38
participant_262,StyleGAN-XL,170.0,0.15000000000000002,0.06999999999999995,0.22999999999999998,0.42,184.79,82.59,102.21
participant_263,StyleGAN-XL,163.0,0.18500000000000005,0.15000000000000002,0.21999999999999997,0.465,253.56,124.9,128.66
participant_264,StyleGAN-XL,179.0,0.10499999999999998,0.06000000000000005,0.15000000000000002,0.455,284.48,128.21,156.26
participant_265,StyleGAN-XL,183.0,0.08499999999999996,0.08999999999999997,0.07999999999999996,0.505,191.11,81.87,109.24
participant_266,StyleGAN-XL,177.0,0.11499999999999999,0.14,0.08999999999999997,0.525,365.01,184.24,180.77
participant_267,StyleGAN-XL,166.0,0.17000000000000004,0.21999999999999997,0.12,0.55,191.24,86.09,105.15
participant_268,StyleGAN-XL,183.0,0.08499999999999996,0.06999999999999995,0.09999999999999998,0.485,272.5,131.3,141.2
participant_269,StyleGAN-XL,178.0,0.10999999999999999,0.13,0.08999999999999997,0.52,952.08,192.27,759.81
participant_270,StyleGAN-XL,174.0,0.13,0.07999999999999996,0.18000000000000005,0.45,163.54,75.74,87.79
participant_271,StyleGAN-XL,155.0,0.22499999999999998,0.25,0.19999999999999996,0.525,351.06,181.32,169.74
participant_272,StyleGAN-XL,178.0,0.10999999999999999,0.09999999999999998,0.12,0.49,530.11,270.84,259.27
participant_273,StyleGAN-XL,177.0,0.11499999999999999,0.14,0.08999999999999997,0.525,145.06,69.87,75.19
participant_274,StyleGAN-XL,188.0,0.06000000000000005,0.07999999999999996,0.040000000000000036,0.52,405.21,179.98,225.24
participant_275,StyleGAN-XL,181.0,0.09499999999999997,0.09999999999999998,0.08999999999999997,0.505,236.08,119.23,116.86
participant_276,StyleGAN-XL,173.0,0.135,0.20999999999999996,0.06000000000000005,0.575,190.24,101.88,88.36
participant_277,StyleGAN-XL,148.0,0.26,0.37,0.15000000000000002,0.61,361.83,169.3,192.53
participant_278,StyleGAN-XL,138.0,0.31000000000000005,0.39,0.22999999999999998,0.58,370.93,139.25,231.68
